date,bus,rail,total_rides
2003-01-02,757781,484840,1242621
2003-01-03,861580,515985,1377565
2003-01-04,570941,255217,826158
2003-01-05,377813,177159,554972
2003-01-06,982617,574868,1557485
2003-01-07,982542,580676,1563218
2003-01-08,1011812,592758,1604570
2003-01-09,979678,586435,1566113
2003-01-10,963808,567691,1531499
2003-01-11,506478,250051,756529
2003-01-12,346918,171467,518385
2003-01-13,973653,585781,1559434
2003-01-14,940805,594400,1535205
2003-01-15,928578,583104,1511682
2003-01-16,945280,591915,1537195
2003-01-17,973358,584772,1558130
2003-01-18,512435,261058,773493
2003-01-19,327279,172937,500216
2003-01-20,604089,375958,980047
2003-01-21,954156,590827,1544983
2003-01-22,912033,572491,1484524
2003-01-23,822317,541015,1363332
2003-01-24,893501,546353,1439854
2003-01-25,547944,259287,807231
2003-01-26,335046,168783,503829
2003-01-27,922033,564295,1486328
2003-01-28,952120,598146,1550266
2003-01-29,970605,594588,1565193
2003-01-30,993731,601060,1594791
2003-01-31,929004,577555,1506559
2003-02-01,639705,291226,930931
2003-02-02,415598,192294,607892
2003-02-03,1039918,596186,1636104
2003-02-04,980582,597044,1577626
2003-02-05,961776,585552,1547328
2003-02-06,981973,596888,1578861
2003-02-07,953979,573249,1527228
2003-02-08,563430,270521,833951
2003-02-09,367964,180861,548825
2003-02-10,948507,584120,1532627
2003-02-11,928346,592292,1520638
2003-02-12,749254,523192,1272446
2003-02-13,978871,597819,1576690
2003-02-14,985806,594045,1579851
2003-02-15,543945,271823,815768
2003-02-16,365939,188276,554215
2003-02-17,709845,447938,1157783
2003-02-18,974450,604717,1579167
2003-02-19,982943,605097,1588040
2003-02-20,988095,611766,1599861
2003-02-21,1005940,601156,1607096
2003-02-22,529921,276538,806459
2003-02-23,377363,185905,563268
2003-02-24,908324,574013,1482337
2003-02-25,897857,572520,1470377
2003-02-26,939161,588630,1527791
2003-02-27,951569,599144,1550713
2003-02-28,1011530,597504,1609034
2003-03-01,610177,291264,901441
2003-03-02,347417,182200,529617
2003-03-03,822165,535306,1357471
2003-03-04,964967,606043,1571010
2003-03-05,868551,583929,1452480
2003-03-06,874641,573715,1448356
2003-03-07,980484,584273,1564757
2003-03-08,550093,274523,824616
2003-03-09,335884,177874,513758
2003-03-10,916661,573635,1490296
2003-03-11,971894,601034,1572928
2003-03-12,981590,604333,1585923
2003-03-13,978881,609896,1588777
2003-03-14,1009566,615377,1624943
2003-03-15,637081,381570,1018651
2003-03-16,429227,235438,664665
2003-03-17,976703,597982,1574685
2003-03-18,963349,596226,1559575
2003-03-19,938499,586881,1525380
2003-03-20,936654,594341,1530995
2003-03-21,967479,588655,1556134
2003-03-22,577660,292329,869989
2003-03-23,410745,215626,626371
2003-03-24,962889,584149,1547038
2003-03-25,973017,594589,1567606
2003-03-26,968581,594924,1563505
2003-03-27,969195,593676,1562871
2003-03-28,815984,552242,1368226
2003-03-29,555638,280361,835999
2003-03-30,372071,191109,563180
2003-03-31,973924,577834,1551758
2003-04-01,1028531,603564,1632095
2003-04-02,1020829,602855,1623684
2003-04-03,995062,592074,1587136
2003-04-04,912458,572837,1485295
2003-04-05,593273,293496,886769
2003-04-06,370275,188467,558742
2003-04-07,873605,565391,1438996
2003-04-08,947482,599769,1547251
2003-04-09,986992,611985,1598977
2003-04-10,1007977,624279,1632256
2003-04-11,912918,600667,1513585
2003-04-12,602670,321354,924024
2003-04-13,407540,219553,627093
2003-04-14,904517,593473,1497990
2003-04-15,894368,606461,1500829
2003-04-16,836328,578259,1414587
2003-04-17,815274,563613,1378887
2003-04-18,769997,482196,1252193
2003-04-19,562148,263464,825612
2003-04-20,368478,172399,540877
2003-04-21,925231,572442,1497673
2003-04-22,964240,617403,1581643
2003-04-23,923474,613127,1536601
2003-04-24,961316,620140,1581456
2003-04-25,979369,595103,1574472
2003-04-26,588057,300728,888785
2003-04-27,403462,210716,614178
2003-04-28,962103,582145,1544248
2003-04-29,958977,595629,1554606
2003-04-30,828642,567596,1396238
2003-05-01,971218,597161,1568379
2003-05-02,1039212,616460,1655672
2003-05-03,645503,335590,981093
2003-05-04,395799,214366,610165
2003-05-05,1006467,608082,1614549
2003-05-06,1007795,626276,1634071
2003-05-07,977279,610370,1587649
2003-05-08,984692,605164,1589856
2003-05-09,992211,616706,1608917
2003-05-10,577508,301857,879365
2003-05-11,322449,193398,515847
2003-05-12,956974,580553,1537527
2003-05-13,981698,602563,1584261
2003-05-14,911890,583198,1495088
2003-05-15,971525,598384,1569909
2003-05-16,999630,589910,1589540
2003-05-17,614484,304723,919207
2003-05-18,403043,207860,610903
2003-05-19,961806,579665,1541471
2003-05-20,966295,594508,1560803
2003-05-21,992696,592768,1585464
2003-05-22,967683,590893,1558576
2003-05-23,969112,575372,1544484
2003-05-24,591523,301068,892591
2003-05-25,408454,223466,631920
2003-05-26,380796,224023,604819
2003-05-27,961009,597804,1558813
2003-05-28,910537,586704,1497241
2003-05-29,961715,595331,1557046
2003-05-30,988281,613622,1601903
2003-05-31,575015,318134,893149
2003-06-01,422827,245291,668118
2003-06-02,978201,583126,1561327
2003-06-03,992041,610279,1602320
2003-06-04,997077,615414,1612491
2003-06-05,991907,622481,1614388
2003-06-06,962917,615632,1578549
2003-06-07,634650,354198,988848
2003-06-08,380953,229228,610181
2003-06-09,987516,590887,1578403
2003-06-10,940459,596552,1537011
2003-06-11,961149,607043,1568192
2003-06-12,969572,604883,1574455
2003-06-13,976147,592987,1569134
2003-06-14,626911,320029,946940
2003-06-15,421515,221822,643337
2003-06-16,955066,581387,1536453
2003-06-17,965718,601420,1567138
2003-06-18,897454,587986,1485440
2003-06-19,946693,596124,1542817
2003-06-20,938177,611219,1549396
2003-06-21,610796,345895,956691
2003-06-22,423283,242077,665360
2003-06-23,855955,568379,1424334
2003-06-24,928442,620552,1548994
2003-06-25,841205,603880,1445085
2003-06-26,833307,600660,1433967
2003-06-27,890776,661150,1551926
2003-06-28,561500,350162,911662
2003-06-29,421380,329753,751133
2003-06-30,884729,611874,1496603
2003-07-01,957351,634210,1591561
2003-07-02,936777,640212,1576989
2003-07-03,983110,790702,1773812
2003-07-04,471591,347887,819478
2003-07-05,549605,363309,912914
2003-07-06,389816,269228,659044
2003-07-07,852771,569437,1422208
2003-07-08,846175,579733,1425908
2003-07-09,871942,598967,1470909
2003-07-10,893195,614469,1507664
2003-07-11,907669,615433,1523102
2003-07-12,607118,339152,946270
2003-07-13,421579,257051,678630
2003-07-14,905206,611190,1516396
2003-07-15,874304,618204,1492508
2003-07-16,915630,597927,1513557
2003-07-17,861722,579675,1441397
2003-07-18,902204,590356,1492560
2003-07-19,619480,324535,944015
2003-07-20,403847,224010,627857
2003-07-21,883219,578363,1461582
2003-07-22,889426,590880,1480306
2003-07-23,906650,622160,1528810
2003-07-24,896387,622281,1518668
2003-07-25,903368,591792,1495160
2003-07-26,584819,312502,897321
2003-07-27,367151,222589,589740
2003-07-28,849172,562933,1412105
2003-07-29,903830,615414,1519244
2003-07-30,880392,616406,1496798
2003-07-31,889575,617395,1506970
2003-08-01,912597,605206,1517803
2003-08-02,678701,399990,1078691
2003-08-03,387659,244986,632645
2003-08-04,920408,585024,1505432
2003-08-05,918113,600556,1518669
2003-08-06,883115,581895,1465010
2003-08-07,923161,584026,1507187
2003-08-08,903597,583831,1487428
2003-08-09,638279,371415,1009694
2003-08-10,418764,244876,663640
2003-08-11,806587,566910,1373497
2003-08-12,864526,595230,1459756
2003-08-13,875224,614427,1489651
2003-08-14,857542,592601,1450143
2003-08-15,873580,602111,1475691
2003-08-16,627785,363117,990902
2003-08-17,462931,290507,753438
2003-08-18,821919,559214,1381133
2003-08-19,853603,577418,1431021
2003-08-20,838351,567116,1405467
2003-08-21,820578,562565,1383143
2003-08-22,867524,576202,1443726
2003-08-23,585510,313035,898545
2003-08-24,408305,227185,635490
2003-08-25,850528,561134,1411662
2003-08-26,836703,573211,1409914
2003-08-27,862298,578962,1441260
2003-08-28,857707,578781,1436488
2003-08-29,902436,604839,1507275
2003-08-30,622090,339474,961564
2003-08-31,396860,242605,639465
2003-09-01,326772,199296,526068
2003-09-02,1025978,648864,1674842
2003-09-03,1059974,650319,1710293
2003-09-04,1040002,652383,1692385
2003-09-05,1044868,634834,1679702
2003-09-06,625347,334013,959360
2003-09-07,421385,222973,644358
2003-09-08,1028540,623072,1651612
2003-09-09,1030074,632686,1662760
2003-09-10,1019275,645858,1665133
2003-09-11,1018196,639732,1657928
2003-09-12,1002297,650171,1652468
2003-09-13,601330,350594,951924
2003-09-14,386248,235410,621658
2003-09-15,1015639,653569,1669208
2003-09-16,1033950,663607,1697557
2003-09-17,1023215,663761,1686976
2003-09-18,1023301,647465,1670766
2003-09-19,1019769,642616,1662385
2003-09-20,618523,338787,957310
2003-09-21,421320,231095,652415
2003-09-22,992288,638244,1630532
2003-09-23,1023379,655433,1678812
2003-09-24,973736,643836,1617572
2003-09-25,1006367,648354,1654721
2003-09-26,939175,643987,1583162
2003-09-27,591935,358390,950325
2003-09-28,377248,236781,614029
2003-09-29,1001427,637350,1638777
2003-09-30,1000725,637394,1638119
2003-10-01,1051684,644239,1695923
2003-10-02,1016259,641608,1657867
2003-10-03,999345,667963,1667308
2003-10-04,651128,383554,1034682
2003-10-05,428277,236860,665137
2003-10-06,1018276,618461,1636737
2003-10-07,1051869,699907,1751776
2003-10-08,1026066,693316,1719382
2003-10-09,1011003,650911,1661914
2003-10-10,1031598,661985,1693583
2003-10-11,628499,366667,995166
2003-10-12,411927,351185,763112
2003-10-13,780132,547856,1327988
2003-10-14,928265,691539,1619804
2003-10-15,1026737,711785,1738522
2003-10-16,1013203,650877,1664080
2003-10-17,1023752,651230,1674982
2003-10-18,633461,362376,995837
2003-10-19,422713,241241,663954
2003-10-20,1077011,632330,1709341
2003-10-21,958546,644683,1603229
2003-10-22,1003925,640420,1644345
2003-10-23,1008328,644198,1652526
2003-10-24,1008879,639483,1648362
2003-10-25,615584,332732,948316
2003-10-26,395925,231808,627733
2003-10-27,990268,620687,1610955
2003-10-28,978501,631318,1609819
2003-10-29,986799,637933,1624732
2003-10-30,1006074,652674,1658748
2003-10-31,996142,628603,1624745
2003-11-01,606945,309648,916593
2003-11-02,397515,215452,612967
2003-11-03,1007989,614598,1622587
2003-11-04,1003988,630296,1634284
2003-11-05,1015157,639104,1654261
2003-11-06,1015139,644961,1660100
2003-11-07,906629,620991,1527620
2003-11-08,566334,320811,887145
2003-11-09,383993,221796,605789
2003-11-10,981163,606222,1587385
2003-11-11,789039,542871,1331910
2003-11-12,977852,627509,1605361
2003-11-13,901163,616525,1517688
2003-11-14,964479,632553,1597032
2003-11-15,567411,334186,901597
2003-11-16,382584,222633,605217
2003-11-17,996959,618428,1615387
2003-11-18,881272,608253,1489525
2003-11-19,1011052,632045,1643097
2003-11-20,1006072,638332,1644404
2003-11-21,1004115,626155,1630270
2003-11-22,608476,361622,970098
2003-11-23,352918,202523,555441
2003-11-24,897941,583860,1481801
2003-11-25,945699,602970,1548669
2003-11-26,930556,579257,1509813
2003-11-27,292469,153251,445720
2003-11-28,557794,344266,902060
2003-11-29,484077,265968,750045
2003-11-30,378933,217629,596562
2003-12-01,998632,601364,1599996
2003-12-02,984587,605675,1590262
2003-12-03,1002993,613563,1616556
2003-12-04,962556,610322,1572878
2003-12-05,968576,606672,1575248
2003-12-06,587823,326475,914298
2003-12-07,393784,214938,608722
2003-12-08,975766,586022,1561788
2003-12-09,959147,594395,1553542
2003-12-10,945145,597600,1542745
2003-12-11,936467,591327,1527794
2003-12-12,912540,575833,1488373
2003-12-13,544810,305519,850329
2003-12-14,369050,209939,578989
2003-12-15,936119,568654,1504773
2003-12-16,926650,576496,1503146
2003-12-17,925481,573820,1499301
2003-12-18,917919,567624,1485543
2003-12-19,926113,555922,1482035
2003-12-20,564850,289142,853992
2003-12-21,415703,218944,634647
2003-12-22,797301,508014,1305315
2003-12-23,770607,486462,1257069
2003-12-24,610061,333655,943716
2003-12-25,247349,101016,348365
2003-12-26,605667,321094,926761
2003-12-27,507042,232980,740022
2003-12-28,358852,178624,537476
2003-12-29,732494,461979,1194473
2003-12-30,725126,474545,1199671
2003-12-31,678329,430971,1109300
2004-01-01,300347,174003,474350
2004-01-02,754051,421851,1175902
2004-01-03,560436,250130,810566
2004-01-04,303611,162880,466491
2004-01-05,894467,548650,1443117
2004-01-06,788158,516396,1304554
2004-01-07,851011,536299,1387310
2004-01-08,903950,556891,1460841
2004-01-09,929117,560519,1489636
2004-01-10,526469,261687,788156
2004-01-11,368655,180035,548690
2004-01-12,982070,588906,1570976
2004-01-13,977382,596765,1574147
2004-01-14,956180,591625,1547805
2004-01-15,962171,590965,1553136
2004-01-16,969715,578153,1547868
2004-01-17,534831,278142,812973
2004-01-18,342002,178641,520643
2004-01-19,557712,353859,911571
2004-01-20,939415,572634,1512049
2004-01-21,949321,576593,1525914
2004-01-22,854150,542344,1396494
2004-01-23,903734,550366,1454100
2004-01-24,521800,263571,785371
2004-01-25,343967,176977,520944
2004-01-26,925536,566031,1491567
2004-01-27,906997,586852,1493849
2004-01-28,887763,565269,1453032
2004-01-29,855905,553448,1409353
2004-01-30,756185,500887,1257072
2004-01-31,531967,246213,778180
2004-02-01,355491,170793,526284
2004-02-02,914997,566503,1481500
2004-02-03,957823,591153,1548976
2004-02-04,947079,581672,1528751
2004-02-05,931453,586671,1518124
2004-02-06,937566,572957,1510523
2004-02-07,553301,281792,835093
2004-02-08,369314,185893,555207
2004-02-09,948814,578071,1526885
2004-02-10,948181,593014,1541195
2004-02-11,959174,594399,1553573
2004-02-12,796644,537211,1333855
2004-02-13,958969,580969,1539938
2004-02-14,610834,301728,912562
2004-02-15,368733,191759,560492
2004-02-16,684054,441539,1125593
2004-02-17,966524,596810,1563334
2004-02-18,957521,593575,1551096
2004-02-19,971162,601442,1572604
2004-02-20,933678,580459,1514137
2004-02-21,585429,288901,874330
2004-02-22,402374,187329,589703
2004-02-23,954873,577436,1532309
2004-02-24,957453,588493,1545946
2004-02-25,967236,596639,1563875
2004-02-26,973201,598172,1571373
2004-02-27,980935,589768,1570703
2004-02-28,607923,310337,918260
2004-02-29,413029,208258,621287
2004-03-01,828169,534603,1362772
2004-03-02,992418,597880,1590298
2004-03-03,1007360,594376,1601736
2004-03-04,936797,584225,1521022
2004-03-05,939138,575845,1514983
2004-03-06,602180,296173,898353
2004-03-07,370231,186924,557155
2004-03-08,969634,585973,1555607
2004-03-09,965244,597735,1562979
2004-03-10,973415,601851,1575266
2004-03-11,927076,589420,1516496
2004-03-12,942238,580254,1522492
2004-03-13,587662,342986,930648
2004-03-14,376244,200734,576978
2004-03-15,953320,580038,1533358
2004-03-16,942197,582515,1524712
2004-03-17,932468,589641,1522109
2004-03-18,934303,588303,1522606
2004-03-19,988154,593249,1581403
2004-03-20,607378,311130,918508
2004-03-21,365502,189403,554905
2004-03-22,941254,559786,1501040
2004-03-23,966919,579228,1546147
2004-03-24,917804,565878,1483682
2004-03-25,948790,577094,1525884
2004-03-26,858131,557755,1415886
2004-03-27,585553,300842,886395
2004-03-28,377339,215088,592427
2004-03-29,949103,573929,1523032
2004-03-30,949847,579487,1529334
2004-03-31,943445,579344,1522789
2004-04-01,1000741,592854,1593595
2004-04-02,1012716,589043,1601759
2004-04-03,633629,304787,938416
2004-04-04,407772,198468,606240
2004-04-05,971292,571811,1543103
2004-04-06,977036,585618,1562654
2004-04-07,975244,592042,1567286
2004-04-08,967733,588420,1556153
2004-04-09,799356,490037,1289393
2004-04-10,568003,263036,831039
2004-04-11,372246,162703,534949
2004-04-12,809673,560649,1370322
2004-04-13,831527,571813,1403340
2004-04-14,859829,593419,1453248
2004-04-15,864352,601171,1465523
2004-04-16,861336,600132,1461468
2004-04-17,596237,331377,927614
2004-04-18,423705,227626,651331
2004-04-19,951686,592025,1543711
2004-04-20,934712,592319,1527031
2004-04-21,943108,597005,1540113
2004-04-22,904333,597088,1501421
2004-04-23,977752,615945,1593697
2004-04-24,570050,314947,884997
2004-04-25,373444,218019,591463
2004-04-26,962323,576288,1538611
2004-04-27,985057,588215,1573272
2004-04-28,914358,585375,1499733
2004-04-29,909979,580209,1490188
2004-04-30,988876,579995,1568871
2004-05-01,577088,282452,859540
2004-05-02,417360,203143,620503
2004-05-03,1028235,580844,1609079
2004-05-04,1025965,615968,1641933
2004-05-05,1019276,622837,1642113
2004-05-06,994277,614497,1608774
2004-05-07,960594,591026,1551620
2004-05-08,628268,316493,944761
2004-05-09,441379,221375,662754
2004-05-10,939473,558691,1498164
2004-05-11,965692,583729,1549421
2004-05-12,944663,576643,1521306
2004-05-13,929271,579703,1508974
2004-05-14,899684,566238,1465922
2004-05-15,615125,308012,923137
2004-05-16,418466,214886,633352
2004-05-17,961334,567520,1528854
2004-05-18,957288,600273,1557561
2004-05-19,1010917,613954,1624871
2004-05-20,971148,604798,1575946
2004-05-21,945657,592577,1538234
2004-05-22,571606,316714,888320
2004-05-23,398101,224372,622473
2004-05-24,964387,572310,1536697
2004-05-25,967725,586827,1554552
2004-05-26,970166,583785,1553951
2004-05-27,960973,583639,1544612
2004-05-28,978308,574148,1552456
2004-05-29,556778,288249,845027
2004-05-30,327264,185353,512617
2004-05-31,352611,210076,562687
2004-06-01,988657,604744,1593401
2004-06-02,995228,605193,1600421
2004-06-03,1037077,597741,1634818
2004-06-04,1031015,619850,1650865
2004-06-05,664804,350348,1015152
2004-06-06,433813,247799,681612
2004-06-07,975883,602548,1578431
2004-06-08,985865,627174,1613039
2004-06-09,967899,616418,1584317
2004-06-10,927625,614363,1541988
2004-06-11,951407,584390,1535797
2004-06-12,626396,347638,974034
2004-06-13,418700,237263,655963
2004-06-14,947940,569479,1517419
2004-06-15,973303,591145,1564448
2004-06-16,948614,584517,1533131
2004-06-17,938259,585309,1523568
2004-06-18,945720,600582,1546302
2004-06-19,621841,336481,958322
2004-06-20,431055,231581,662636
2004-06-21,783458,540333,1323791
2004-06-22,959598,597441,1557039
2004-06-23,858709,578302,1437011
2004-06-24,828438,571439,1399877
2004-06-25,894184,629449,1523633
2004-06-26,611676,374748,986424
2004-06-27,430542,324978,755520
2004-06-28,853024,572918,1425942
2004-06-29,911992,643017,1555009
2004-06-30,906761,639979,1546740
2004-07-01,953538,646062,1599600
2004-07-02,937281,647738,1585019
2004-07-03,587961,418005,1005966
2004-07-04,446583,324563,771146
2004-07-05,420521,229820,650341
2004-07-06,877429,556428,1433857
2004-07-07,885461,568101,1453562
2004-07-08,909149,580508,1489657
2004-07-09,869159,560395,1429554
2004-07-10,593638,305695,899333
2004-07-11,418827,228013,646840
2004-07-12,883883,564588,1448471
2004-07-13,923012,571480,1494492
2004-07-14,906552,581198,1487750
2004-07-15,912348,615708,1528056
2004-07-16,898626,610788,1509414
2004-07-17,622104,365413,987517
2004-07-18,440154,271230,711384
2004-07-19,898918,593573,1492491
2004-07-20,896643,606660,1503303
2004-07-21,857917,590615,1448532
2004-07-22,858154,598156,1456310
2004-07-23,912722,590514,1503236
2004-07-24,586037,319483,905520
2004-07-25,425968,250189,676157
2004-07-26,852027,565461,1417488
2004-07-27,885055,590244,1475299
2004-07-28,883672,581804,1465476
2004-07-29,881356,574372,1455728
2004-07-30,918563,599378,1517941
2004-07-31,646791,376947,1023738
2004-08-01,455048,251600,706648
2004-08-02,882460,544308,1426768
2004-08-03,933741,570440,1504181
2004-08-04,867932,556467,1424399
2004-08-05,918039,572708,1490747
2004-08-06,918834,576089,1494923
2004-08-07,608291,319929,928220
2004-08-08,432272,235899,668171
2004-08-09,866609,543743,1410352
2004-08-10,859980,584756,1444736
2004-08-11,848020,581158,1429178
2004-08-12,836018,586637,1422655
2004-08-13,887566,591673,1479239
2004-08-14,659976,359470,1019446
2004-08-15,428984,239400,668384
2004-08-16,836413,531860,1368273
2004-08-17,847772,547281,1395053
2004-08-18,845492,550495,1395987
2004-08-19,861625,560944,1422569
2004-08-20,868398,568661,1437059
2004-08-21,660686,360597,1021283
2004-08-22,475738,271487,747225
2004-08-23,857805,566252,1424057
2004-08-24,819217,567497,1386714
2004-08-25,831352,570388,1401740
2004-08-26,860869,586981,1447850
2004-08-27,878628,605790,1484418
2004-08-28,548649,297684,846333
2004-08-29,407683,243215,650898
2004-08-30,884633,567769,1452402
2004-08-31,899858,586695,1486553
2004-09-01,973679,597386,1571065
2004-09-02,953427,599495,1552922
2004-09-03,975876,588503,1564379
2004-09-04,653547,326695,980242
2004-09-05,465576,257995,723571
2004-09-06,409232,232087,641319
2004-09-07,1050387,626352,1676739
2004-09-08,1050697,637961,1688658
2004-09-09,1045824,628271,1674095
2004-09-10,1053387,651710,1705097
2004-09-11,637407,355835,993242
2004-09-12,448166,258509,706675
2004-09-13,1042442,636868,1679310
2004-09-14,1046788,648153,1694941
2004-09-15,1024350,640279,1664629
2004-09-16,1029871,621221,1651092
2004-09-17,1047045,625246,1672291
2004-09-18,636532,340756,977288
2004-09-19,434873,237754,672627
2004-09-20,1037831,618982,1656813
2004-09-21,1050001,632360,1682361
2004-09-22,1032930,629320,1662250
2004-09-23,1044192,639139,1683331
2004-09-24,1036019,622291,1658310
2004-09-25,627583,322940,950523
2004-09-26,424978,226180,651158
2004-09-27,1027685,636750,1664435
2004-09-28,1032855,651704,1684559
2004-09-29,1026441,651246,1677687
2004-09-30,1028258,652621,1680879
2004-10-01,1093423,654384,1747807
2004-10-02,682534,363581,1046115
2004-10-03,450247,252513,702760
2004-10-04,1069102,626058,1695160
2004-10-05,1061080,632144,1693224
2004-10-06,1049585,633595,1683180
2004-10-07,1065448,640106,1705554
2004-10-08,993752,633554,1627306
2004-10-09,657042,363116,1020158
2004-10-10,421756,350585,772341
2004-10-11,798129,533211,1331340
2004-10-12,1049798,636093,1685891
2004-10-13,1041758,633630,1675388
2004-10-14,1039134,634855,1673989
2004-10-15,1030816,634543,1665359
2004-10-16,626844,326448,953292
2004-10-17,444240,243898,688138
2004-10-18,996730,609460,1606190
2004-10-19,1021166,624056,1645222
2004-10-20,1023397,623762,1647159
2004-10-21,1052476,637181,1689657
2004-10-22,1042359,629243,1671602
2004-10-23,596052,313794,909846
2004-10-24,436838,227357,664195
2004-10-25,1026913,612489,1639402
2004-10-26,1022142,621378,1643520
2004-10-27,1034962,628723,1663685
2004-10-28,1033261,629827,1663088
2004-10-29,1025574,630736,1656310
2004-10-30,594150,318073,912223
2004-10-31,429612,230321,659933
2004-11-01,953969,587503,1541472
2004-11-02,913103,577460,1490563
2004-11-03,1075369,625991,1701360
2004-11-04,1018608,623937,1642545
2004-11-05,1062739,630151,1692890
2004-11-06,647460,331394,978854
2004-11-07,427407,222194,649601
2004-11-08,1033733,615996,1649729
2004-11-09,1035702,629375,1665077
2004-11-10,1042750,635694,1678444
2004-11-11,812757,549029,1361786
2004-11-12,924772,606762,1531534
2004-11-13,625173,331920,957093
2004-11-14,413442,221405,634847
2004-11-15,1006969,611786,1618755
2004-11-16,1025607,623801,1649408
2004-11-17,1018184,620535,1638719
2004-11-18,951154,610552,1561706
2004-11-19,1021327,622698,1644025
2004-11-20,627629,371415,999044
2004-11-21,427753,229287,657040
2004-11-22,1018065,606086,1624151
2004-11-23,1019132,616805,1635937
2004-11-24,835824,550778,1386602
2004-11-25,287787,147567,435354
2004-11-26,591445,345213,936658
2004-11-27,472803,246053,718856
2004-11-28,384795,206685,591480
2004-11-29,962243,588392,1550635
2004-11-30,970374,600955,1571329
2004-12-01,1032681,614286,1646967
2004-12-02,1018483,613061,1631544
2004-12-03,1060084,615342,1675426
2004-12-04,638045,335317,973362
2004-12-05,425127,231858,656985
2004-12-06,1000415,587577,1587992
2004-12-07,948268,587165,1535433
2004-12-08,1017145,605103,1622248
2004-12-09,1006857,607436,1614293
2004-12-10,1010307,598887,1609194
2004-12-11,602774,318757,921531
2004-12-12,388481,205786,594267
2004-12-13,922941,562847,1485788
2004-12-14,934042,574048,1508090
2004-12-15,974391,584961,1559352
2004-12-16,969829,585749,1555578
2004-12-17,978842,572764,1551606
2004-12-18,587269,302065,889334
2004-12-19,320403,181261,501664
2004-12-20,726487,488937,1215424
2004-12-21,783801,508747,1292548
2004-12-22,725010,473787,1198797
2004-12-23,670666,408740,1079406
2004-12-24,425489,191941,617430
2004-12-25,213912,87992,301904
2004-12-26,327069,152351,479420
2004-12-27,650769,386604,1037373
2004-12-28,698229,438802,1137031
2004-12-29,726475,456993,1183468
2004-12-30,738698,457796,1196494
2004-12-31,633996,364015,998011
2005-01-01,334140,196267,530407
2005-01-02,373512,183672,557184
2005-01-03,894571,512620,1407191
2005-01-04,972798,559563,1532361
