date,bus,rail,total_rides
2007-01-07,384626,208188,592814
2007-01-08,976783,594028,1570811
2007-01-09,978577,598746,1577323
2007-01-10,968643,599118,1567761
2007-01-11,967218,602194,1569412
2007-01-12,973391,603456,1576847
2007-01-13,562827,308047,870874
2007-01-14,368736,217983,586719
2007-01-15,604564,389675,994239
2007-01-16,978082,620145,1598227
2007-01-17,977527,618895,1596422
2007-01-18,982237,620579,1602816
2007-01-19,978490,617473,1595963
2007-01-20,576490,316657,893147
2007-01-21,364130,214796,578926
2007-01-22,1002003,616824,1618827
2007-01-23,1011645,629993,1641638
2007-01-24,1006911,629208,1636119
2007-01-25,988347,630002,1618349
2007-01-26,901880,600561,1502441
2007-01-27,578477,314380,892857
2007-01-28,345116,199255,544371
2007-01-29,945286,594742,1540028
2007-01-30,952201,604145,1556346
2007-01-31,943384,598814,1542198
2007-02-01,1007882,616420,1624302
2007-02-02,958446,584607,1543053
2007-02-03,454188,247767,701955
2007-02-04,266510,162712,429222
2007-02-05,761572,500675,1262247
2007-02-06,850354,564981,1415335
2007-02-07,933093,593113,1526206
2007-02-08,948308,591797,1540105
2007-02-09,944364,582089,1526453
2007-02-10,546086,292046,838132
2007-02-11,369026,201895,570921
2007-02-12,793846,530211,1324057
2007-02-13,805441,607127,1412568
2007-02-14,884567,596676,1481243
2007-02-15,933588,604415,1538003
2007-02-16,928048,589591,1517639
2007-02-17,562470,306944,869414
2007-02-18,394698,226617,621315
2007-02-19,736322,466950,1203272
2007-02-20,1030943,626057,1657000
2007-02-21,1036604,631249,1667853
2007-02-22,1018598,631479,1650077
2007-02-23,999849,617663,1617512
2007-02-24,544391,302947,847338
2007-02-25,331808,195652,527460
2007-02-26,953661,597444,1551105
2007-02-27,998059,610100,1608159
2007-02-28,997324,617882,1615206
2007-03-01,991173,616136,1607309
2007-03-02,961731,596551,1558282
2007-03-03,582869,304060,886929
2007-03-04,400292,214735,615027
2007-03-05,861145,558483,1419628
2007-03-06,1004928,611416,1616344
2007-03-07,1000287,611040,1611327
2007-03-08,1019684,625383,1645067
2007-03-09,1021269,616768,1638037
2007-03-10,645222,343183,988405
2007-03-11,435861,237257,673118
2007-03-12,1009154,613447,1622601
2007-03-13,1053169,648460,1701629
2007-03-14,1010219,631196,1641415
2007-03-15,1011742,635295,1647037
2007-03-16,1019835,638871,1658706
2007-03-17,622487,432315,1054802
2007-03-18,420366,236110,656476
2007-03-19,1007874,607303,1615177
2007-03-20,1031451,620644,1652095
2007-03-21,970928,596843,1567771
2007-03-22,1025487,620409,1645896
2007-03-23,997803,601679,1599482
2007-03-24,619377,326859,946236
2007-03-25,442112,267216,709328
2007-03-26,1011806,604279,1616085
2007-03-27,1010067,606509,1616576
2007-03-28,981180,608639,1589819
2007-03-29,1014456,626073,1640529
2007-03-30,1037493,621496,1658989
2007-03-31,608037,323073,931110
2007-04-01,425595,222200,647795
2007-04-02,936869,574727,1511596
2007-04-03,932688,564461,1497149
2007-04-04,874823,565985,1440808
2007-04-05,892666,577450,1470116
2007-04-06,822387,508529,1330916
2007-04-07,547926,279962,827888
2007-04-08,374365,189557,563922
2007-04-09,1002171,601020,1603191
2007-04-10,1048978,629888,1678866
2007-04-11,921761,585857,1507618
2007-04-12,1015749,617734,1633483
2007-04-13,946466,621763,1568229
2007-04-14,619468,349162,968630
2007-04-15,447385,250988,698373
2007-04-16,1057373,622244,1679617
2007-04-17,1058244,631795,1690039
2007-04-18,1030970,617779,1648749
2007-04-19,987896,617546,1605442
2007-04-20,1049980,647296,1697276
2007-04-21,672236,371504,1043740
2007-04-22,474187,271708,745895
2007-04-23,1021947,617017,1638964
2007-04-24,1054294,631249,1685543
2007-04-25,927830,604311,1532141
2007-04-26,954930,604957,1559887
2007-04-27,1017433,617985,1635418
2007-04-28,657645,320088,977733
2007-04-29,467869,237595,705464
2007-04-30,1030435,599953,1630388
2007-05-01,1096741,680365,1777106
2007-05-02,1067338,617675,1685013
2007-05-03,1102282,631926,1734208
2007-05-04,1081903,642564,1724467
2007-05-05,664729,360852,1025581
2007-05-06,470694,266988,737682
2007-05-07,1059535,610376,1669911
2007-05-08,1079400,648555,1727955
2007-05-09,1061512,645132,1706644
2007-05-10,1065947,654856,1720803
2007-05-11,1050841,668098,1718939
2007-05-12,660001,329029,989030
2007-05-13,446076,224489,670565
2007-05-14,1017451,586905,1604356
2007-05-15,999166,604844,1604010
2007-05-16,1028004,625297,1653301
2007-05-17,1043033,627116,1670149
2007-05-18,1044582,643462,1688044
2007-05-19,684079,343947,1028026
2007-05-20,422463,233007,655470
2007-05-21,1039954,614276,1654230
2007-05-22,1044661,627087,1671748
2007-05-23,1028065,623366,1651431
2007-05-24,1009067,617536,1626603
2007-05-25,995233,611019,1606252
2007-05-26,556682,307727,864409
2007-05-27,451833,270636,722469
2007-05-28,415256,254935,670191
2007-05-29,1024735,622662,1647397
2007-05-30,1055384,637763,1693147
2007-05-31,997007,612977,1609984
2007-06-01,1079848,654251,1734099
2007-06-02,680844,367035,1047879
2007-06-03,461358,263646,725004
2007-06-04,988557,611310,1599867
2007-06-05,1067413,643474,1710887
2007-06-06,1047624,641107,1688731
2007-06-07,1041490,656169,1697659
2007-06-08,1025937,653397,1679334
2007-06-09,661835,402393,1064228
2007-06-10,466294,291979,758273
2007-06-11,1000007,645161,1645168
2007-06-12,1015390,660899,1676289
2007-06-13,955467,654913,1610380
2007-06-14,944081,653008,1597089
2007-06-15,1018966,670995,1689961
2007-06-16,633038,363871,996909
2007-06-17,464411,257682,722093
2007-06-18,898272,590320,1488592
2007-06-19,954392,618913,1573305
2007-06-20,952574,625805,1578379
2007-06-21,941671,626907,1568578
2007-06-22,915690,623048,1538738
2007-06-23,576598,336644,913242
2007-06-24,451145,346881,798026
2007-06-25,922491,619299,1541790
2007-06-26,887917,623390,1511307
2007-06-27,905210,627568,1532778
2007-06-28,927302,620611,1547913
2007-06-29,968906,708650,1677556
2007-06-30,680629,447188,1127817
2007-07-01,495101,354648,849749
2007-07-02,955129,644079,1599208
2007-07-03,1048504,848262,1896766
2007-07-04,486961,349716,836677
2007-07-05,933153,655871,1589024
2007-07-06,956208,696508,1652716
2007-07-07,640418,398525,1038943
2007-07-08,443791,287948,731739
2007-07-09,896820,587889,1484709
2007-07-10,939774,610001,1549775
2007-07-11,973860,629790,1603650
2007-07-12,962640,631002,1593642
2007-07-13,956346,676306,1632652
2007-07-14,687968,383132,1071100
2007-07-15,489228,289728,778956
2007-07-16,939642,627282,1566924
2007-07-17,945057,637429,1582486
2007-07-18,939708,654848,1594556
2007-07-19,935717,648112,1583829
2007-07-20,959207,655992,1615199
2007-07-21,685445,366356,1051801
2007-07-22,480317,266827,747144
2007-07-23,937452,613805,1551257
2007-07-24,935763,624166,1559929
2007-07-25,939278,626658,1565936
2007-07-26,919288,624338,1543626
2007-07-27,923332,625772,1549104
2007-07-28,641760,380163,1021923
2007-07-29,457951,272684,730635
2007-07-30,917757,620439,1538196
2007-07-31,946285,637331,1583616
2007-08-01,974958,643448,1618406
2007-08-02,944912,650901,1595813
2007-08-03,976842,692273,1669115
2007-08-04,646378,422115,1068493
2007-08-05,457228,332786,790014
2007-08-06,908881,591244,1500125
2007-08-07,930259,609984,1540243
2007-08-08,911127,598593,1509720
2007-08-09,921233,610768,1532001
2007-08-10,942284,617817,1560101
2007-08-11,710009,379200,1089209
2007-08-12,472709,262521,735230
2007-08-13,901029,574616,1475645
2007-08-14,905711,605080,1510791
2007-08-15,906121,603458,1509579
2007-08-16,910468,620464,1530932
2007-08-17,940525,629675,1570200
2007-08-18,613516,367895,981411
2007-08-19,384648,241159,625807
2007-08-20,869663,597026,1466689
2007-08-21,927597,600468,1528065
2007-08-22,929593,601469,1531062
2007-08-23,848806,578731,1427537
2007-08-24,886880,605153,1492033
2007-08-25,660678,362365,1023043
2007-08-26,491356,274617,765973
2007-08-27,952232,609440,1561672
2007-08-28,986289,648482,1634771
2007-08-29,961627,640436,1602063
2007-08-30,968474,666661,1635135
2007-08-31,1012720,674373,1687093
2007-09-01,697334,412998,1110332
2007-09-02,506887,328760,835647
2007-09-03,461629,275023,736652
2007-09-04,1096027,666200,1762227
2007-09-05,1097897,689499,1787396
2007-09-06,1068817,689347,1758164
2007-09-07,1043967,668804,1712771
2007-09-08,700510,374022,1074532
2007-09-09,484803,266371,751174
2007-09-10,1072218,676612,1748830
2007-09-11,1108582,679973,1788555
2007-09-12,1090043,680733,1770776
2007-09-13,1073415,664991,1738406
2007-09-14,1070397,669129,1739526
2007-09-15,642789,378741,1021530
2007-09-16,455579,272814,728393
2007-09-17,1080112,675627,1755739
2007-09-18,1104193,689330,1793523
2007-09-19,1098945,692726,1791671
2007-09-20,1085299,682588,1767887
2007-09-21,1077275,697999,1775274
2007-09-22,678534,361587,1040121
2007-09-23,481232,269325,750557
2007-09-24,1065887,649262,1715149
2007-09-25,1064946,664976,1729922
2007-09-26,1009515,660197,1669712
2007-09-27,1093222,675936,1769158
2007-09-28,1080223,680820,1761043
2007-09-29,678705,358750,1037455
2007-09-30,463947,239074,703021
2007-10-01,1088750,652510,1741260
2007-10-02,1129578,669817,1799395
2007-10-03,1141300,678734,1820034
2007-10-04,1121496,682778,1804274
2007-10-05,1108038,681736,1789774
2007-10-06,693470,430713,1124183
2007-10-07,450253,394647,844900
2007-10-08,857090,563619,1420709
2007-10-09,1119151,673318,1792469
2007-10-10,1075443,666054,1741497
2007-10-11,1080412,674960,1755372
2007-10-12,1081900,669582,1751482
2007-10-13,657864,338481,996345
2007-10-14,452914,234730,687644
2007-10-15,1087003,651751,1738754
2007-10-16,1084935,664961,1749896
2007-10-17,1096384,668523,1764907
2007-10-18,1056395,666975,1723370
2007-10-19,974134,654836,1628970
2007-10-20,731918,352442,1084360
2007-10-21,499779,243884,743663
2007-10-22,1056369,648233,1704602
2007-10-23,1088752,662913,1751665
2007-10-24,1080803,662981,1743784
2007-10-25,1072949,672155,1745104
2007-10-26,1061706,659354,1721060
2007-10-27,678861,330492,1009353
2007-10-28,472765,233248,706013
2007-10-29,1049394,639837,1689231
2007-10-30,1088015,654838,1742853
2007-10-31,1036100,646598,1682698
2007-11-01,1102515,662120,1764635
2007-11-02,1019370,640204,1659574
2007-11-03,718550,331447,1049997
2007-11-04,491005,224395,715400
2007-11-05,1074116,645467,1719583
2007-11-06,1063193,655389,1718582
2007-11-07,1010629,643227,1653856
2007-11-08,1058758,663386,1722144
2007-11-09,1038131,658500,1696631
2007-11-10,699360,323757,1023117
2007-11-11,462568,216467,679035
2007-11-12,843086,551847,1394933
2007-11-13,1095253,660671,1755924
2007-11-14,1073985,652294,1726279
2007-11-15,1056246,653620,1709866
2007-11-16,1063833,645494,1709327
2007-11-17,651609,373784,1025393
2007-11-18,451689,224895,676584
2007-11-19,1045626,628079,1673705
2007-11-20,1055688,638081,1693769
2007-11-21,933046,578739,1511785
2007-11-22,294447,157890,452337
2007-11-23,619195,356064,975259
2007-11-24,541464,285732,827196
2007-11-25,396237,221021,617258
2007-11-26,1009519,612439,1621958
2007-11-27,1044685,629784,1674469
2007-11-28,1030447,627268,1657715
2007-11-29,1015386,625742,1641128
2007-11-30,1064598,631624,1696222
2007-12-01,606838,307004,913842
2007-12-02,423280,219797,643077
2007-12-03,1064265,605852,1670117
2007-12-04,1082140,625524,1707664
2007-12-05,1024462,623607,1648069
2007-12-06,1029586,619960,1649546
2007-12-07,956775,609732,1566507
2007-12-08,636461,326501,962962
2007-12-09,423634,215699,639333
2007-12-10,1036018,597674,1633692
2007-12-11,1002470,605203,1607673
2007-12-12,1051962,615293,1667255
2007-12-13,1039827,615948,1655775
2007-12-14,1045488,611182,1656670
2007-12-15,606795,316867,923662
2007-12-16,412777,215055,627832
2007-12-17,968005,564404,1532409
2007-12-18,1009642,582487,1592129
2007-12-19,1027855,587683,1615538
2007-12-20,1016117,578637,1594754
2007-12-21,1014168,563789,1577957
2007-12-22,613180,290854,904034
2007-12-23,347895,184560,532455
2007-12-24,531176,252649,783825
2007-12-25,249699,111582,361281
2007-12-26,707668,399662,1107330
2007-12-27,773602,462843,1236445
2007-12-28,747807,463830,1211637
2007-12-29,546998,277819,824817
2007-12-30,412003,232213,644216
2007-12-31,669463,405727,1075190
2008-01-01,295571,174243,469814
2008-01-02,699149,471241,1170390
2008-01-03,783950,517492,1301442
2008-01-04,851632,537002,1388634
2008-01-05,568839,280264,849103
2008-01-06,415385,207391,622776
2008-01-07,988485,588092,1576577
2008-01-08,990597,592632,1583229
2008-01-09,1023189,604515,1627704
2008-01-10,998489,602398,1600887
2008-01-11,1022368,602428,1624796
2008-01-12,604388,299546,903934
2008-01-13,391645,202380,594025
2008-01-14,996258,607357,1603615
2008-01-15,1013209,616432,1629641
2008-01-16,1041939,626138,1668077
2008-01-17,998608,619823,1618431
2008-01-18,959859,585432,1545291
2008-01-19,414819,231306,646125
2008-01-20,291354,168692,460046
2008-01-21,611887,382753,994640
2008-01-22,992432,615285,1607717
2008-01-23,974052,605979,1580031
2008-01-24,910998,588279,1499277
2008-01-25,859813,565226,1425039
2008-01-26,572085,293979,866064
2008-01-27,413581,213177,626758
2008-01-28,1025845,623259,1649104
2008-01-29,1011729,627428,1639157
2008-01-30,882014,580657,1462671
2008-01-31,961357,626504,1587861
2008-02-01,911151,593534,1504685
2008-02-02,627807,320544,948351
2008-02-03,416661,216443,633104
2008-02-04,1004041,608975,1613016
2008-02-05,1058756,632513,1691269
2008-02-06,925504,609115,1534619
2008-02-07,1028104,633781,1661885
2008-02-08,1031968,622837,1654805
2008-02-09,627412,319751,947163
2008-02-10,300232,176228,476460
2008-02-11,818840,559672,1378512
2008-02-12,819820,553554,1373374
2008-02-13,1039517,630232,1669749
2008-02-14,1074632,640598,1715230
2008-02-15,1036232,618258,1654490
2008-02-16,649814,336935,986749
2008-02-17,411858,218846,630704
2008-02-18,715974,456610,1172584
2008-02-19,967658,595964,1563622
2008-02-20,961552,601847,1563399
2008-02-21,1001382,615384,1616766
2008-02-22,1021900,610589,1632489
2008-02-23,648822,325327,974149
2008-02-24,439134,222548,661682
2008-02-25,1003187,602866,1606053
2008-02-26,970886,605240,1576126
2008-02-27,1019462,617002,1636464
2008-02-28,1028392,620602,1648994
2008-02-29,1049773,618230,1668003
2008-03-01,668866,322061,990927
2008-03-02,465660,229531,695191
2008-03-03,890785,556767,1447552
2008-03-04,1053813,619343,1673156
2008-03-05,1059027,620660,1679687
2008-03-06,1055418,624362,1679780
2008-03-07,1031200,604635,1635835
2008-03-08,590236,294749,884985
2008-03-09,415621,215690,631311
2008-03-10,1024901,606737,1631638
2008-03-11,1062865,633917,1696782
2008-03-12,1068268,640051,1708319
2008-03-13,1070019,642018,1712037
2008-03-14,1077635,647279,1724914
2008-03-15,645518,407380,1052898
2008-03-16,447363,243823,691186
2008-03-17,897500,584885,1482385
2008-03-18,909978,593247,1503225
2008-03-19,945983,608639,1554622
2008-03-20,955273,600735,1556008
2008-03-21,767583,493573,1261156
2008-03-22,589688,288852,878540
2008-03-23,401640,192284,593924
2008-03-24,1001268,570762,1572030
2008-03-25,1036465,596853,1633318
2008-03-26,1050176,603440,1653616
2008-03-27,986130,588572,1574702
2008-03-28,1053516,604448,1657964
2008-03-29,688035,319080,1007115
2008-03-30,442777,233663,676440
2008-03-31,1008940,622143,1631083
2008-04-01,1114418,637976,1752394
2008-04-02,1118495,661969,1780464
2008-04-03,1112511,663802,1776313
2008-04-04,1115690,653351,1769041
2008-04-05,765299,356215,1121514
2008-04-06,523895,249096,772991
2008-04-07,1084375,638419,1722794
2008-04-08,1063269,628618,1691887
2008-04-09,1092341,646940,1739281
2008-04-10,994944,620427,1615371
2008-04-11,999556,629067,1628623
2008-04-12,664161,302616,966777
2008-04-13,479293,216008,695301
2008-04-14,1088485,635754,1724239
2008-04-15,1127401,649135,1776536
2008-04-16,1064026,661463,1725489
2008-04-17,1091387,665873,1757260
2008-04-18,1097367,652105,1749472
2008-04-19,686540,340662,1027202
2008-04-20,519280,266945,786225
2008-04-21,1088521,651232,1739753
2008-04-22,1085729,671423,1757152
2008-04-23,1055157,650232,1705389
2008-04-24,1021163,649514,1670677
2008-04-25,1054844,629468,1684312
2008-04-26,698927,319314,1018241
2008-04-27,481571,225896,707467
2008-04-28,1009567,606882,1616449
2008-04-29,1091930,652034,1743964
2008-04-30,1104713,662503,1767216
2008-05-01,1129443,680679,1810122
2008-05-02,1082350,641332,1723682
2008-05-03,716121,344446,1060567
2008-05-04,536640,245821,782461
2008-05-05,1111775,633266,1745041
2008-05-06,1122716,651484,1774200
2008-05-07,1045666,631068,1676734
2008-05-08,1112033,655364,1767397
2008-05-09,1117011,659889,1776900
2008-05-10,742741,326525,1069266
2008-05-11,409987,193452,603439
2008-05-12,1070403,630574,1700977
2008-05-13,1092576,652724,1745300
2008-05-14,1083589,650904,1734493
2008-05-15,1092014,662730,1754744
2008-05-16,1110816,668057,1778873
2008-05-17,749048,350884,1099932
2008-05-18,518114,248679,766793
2008-05-19,1076847,614865,1691712
2008-05-20,1085719,634661,1720380
2008-05-21,1108988,647342,1756330
2008-05-22,1097500,649513,1747013
2008-05-23,1074370,622769,1697139
2008-05-24,692374,371905,1064279
2008-05-25,502997,284612,787609
2008-05-26,460848,274870,735718
2008-05-27,1026141,626634,1652775
2008-05-28,1105899,647402,1753301
2008-05-29,1090598,653634,1744232
2008-05-30,1079526,637842,1717368
2008-05-31,788945,374327,1163272
2008-06-01,566162,279274,845436
2008-06-02,1098574,638006,1736580
2008-06-03,1073873,643040,1716913
2008-06-04,1114498,656098,1770596
2008-06-05,1104182,673642,1777824
2008-06-06,1087144,661938,1749082
2008-06-07,708308,358623,1066931
2008-06-08,494209,281814,776023
2008-06-09,1032999,630410,1663409
2008-06-10,1117614,685952,1803566
2008-06-11,1100852,696784,1797636
2008-06-12,1026283,681143,1707426
2008-06-13,1084190,655268,1739458
2008-06-14,785252,368109,1153361
2008-06-15,495972,235961,731933
2008-06-16,999214,614395,1613609
2008-06-17,1033341,643362,1676703
2008-06-18,1043814,654284,1698098
2008-06-19,1037717,659852,1697569
2008-06-20,996558,662324,1658882
2008-06-21,741561,399150,1140711
2008-06-22,531761,282226,813987
2008-06-23,1019631,625987,1645618
2008-06-24,1046337,666522,1712859
2008-06-25,1005969,662936,1668905
2008-06-26,1052301,685526,1737827
2008-06-27,1019687,693555,1713242
2008-06-28,730245,483016,1213261
2008-06-29,505046,412562,917608
2008-06-30,1037295,679631,1716926
2008-07-01,1098281,694175,1792456
2008-07-02,1043654,675750,1719404
2008-07-03,1143777,905742,2049519
2008-07-04,606974,421170,1028144
2008-07-05,675949,409554,1085503
2008-07-06,520542,324341,844883
2008-07-07,990782,608485,1599267
2008-07-08,1052665,666338,1719003
2008-07-09,1093064,686636,1779700
2008-07-10,1029219,674645,1703864
2008-07-11,1059114,682404,1741518
2008-07-12,718369,361910,1080279
2008-07-13,553236,291565,844801
2008-07-14,1058694,637119,1695813
2008-07-15,1088616,655456,1744072
2008-07-16,1063054,651228,1714282
2008-07-17,1070349,656485,1726834
2008-07-18,1050847,664271,1715118
2008-07-19,675968,342834,1018802
2008-07-20,546570,284611,831181
2008-07-21,1024212,635587,1659799
2008-07-22,1077279,666303,1743582
2008-07-23,1082583,672801,1755384
2008-07-24,1062708,695993,1758701
2008-07-25,1032058,683549,1715607
2008-07-26,733901,446775,1180676
2008-07-27,520244,291389,811633
2008-07-28,996509,622637,1619146
2008-07-29,1014276,654547,1668823
2008-07-30,1009837,641527,1651364
2008-07-31,976117,652936,1629053
2008-08-01,1081564,766911,1848475
2008-08-02,764749,502705,1267454
2008-08-03,549191,403165,952356
2008-08-04,929003,636533,1565536
2008-08-05,997379,673384,1670763
2008-08-06,1020516,684080,1704596
2008-08-07,1024746,683487,1708233
2008-08-08,1041165,713105,1754270
2008-08-09,770627,431699,1202326
2008-08-10,542860,314698,857558
2008-08-11,969826,623874,1593700
2008-08-12,989226,632942,1622168
2008-08-13,973719,627548,1601267
2008-08-14,993155,638565,1631720
2008-08-15,1038006,651338,1689344
2008-08-16,748347,414784,1163131
2008-08-17,539476,317781,857257
2008-08-18,974311,621522,1595833
2008-08-19,1012560,662493,1675053
2008-08-20,1019019,671769,1690788
2008-08-21,1006682,679508,1686190
2008-08-22,1009399,677130,1686529
2008-08-23,750128,387758,1137886
2008-08-24,547427,295072,842499
2008-08-25,1012339,631974,1644313
2008-08-26,1051063,653148,1704211
2008-08-27,1040926,650396,1691322
2008-08-28,1022254,678635,1700889
2008-08-29,1080840,681463,1762303
2008-08-30,766930,395205,1162135
2008-08-31,557427,325462,882889
2008-09-01,500748,293458,794206
2008-09-02,1131494,681719,1813213
2008-09-03,1166955,710304,1877259
2008-09-04,1025296,653827,1679123
2008-09-05,1171756,698545,1870301
2008-09-06,778425,416356,1194781
2008-09-07,529779,273883,803662
2008-09-08,1058699,651127,1709826
2008-09-09,1176865,712792,1889657
2008-09-10,1167063,719905,1886968
2008-09-11,1156490,719806,1876296
2008-09-12,1120112,700943,1821055
2008-09-13,597639,317145,914784
2008-09-14,399483,231026,630509
2008-09-15,1140716,692029,1832745
2008-09-16,1168626,731344,1899970
2008-09-17,1172871,740575,1913446
2008-09-18,1169932,739141,1909073
2008-09-19,1174967,743560,1918527
2008-09-20,791707,447679,1239386
2008-09-21,551489,317922,869411
2008-09-22,1140486,690356,1830842
2008-09-23,1163232,707370,1870602
2008-09-24,1148720,713572,1862292
2008-09-25,1162318,720003,1882321
2008-09-26,1090515,708141,1798656
2008-09-27,753562,409500,1163062
2008-09-28,508469,280560,789029
2008-09-29,1074139,671489,1745628
2008-09-30,1137377,706085,1843462
2008-10-01,1197836,724444,1922280
2008-10-02,1180204,731452,1911656
2008-10-03,1211992,706967,1918959
2008-10-04,778642,387182,1165824
2008-10-05,512429,271121,783550
2008-10-06,1166019,698883,1864902
2008-10-07,1133103,689214,1822317
2008-10-08,1141745,693515,1835260
2008-10-09,1161478,703190,1864668
2008-10-10,1169810,716085,1885895
2008-10-11,750797,444185,1194982
2008-10-12,495211,436316,931527
2008-10-13,909500,599831,1509331
2008-10-14,1165787,704419,1870206
2008-10-15,1115651,694445,1810096
2008-10-16,1166556,715760,1882316
2008-10-17,1162723,709679,1872402
2008-10-18,766941,425998,1192939
2008-10-19,537382,296713,834095
2008-10-20,1092061,674708,1766769
2008-10-21,1158146,701303,1859449
2008-10-22,1149832,699333,1849165
2008-10-23,1144729,703527,1848256
2008-10-24,1036465,675065,1711530
2008-10-25,718718,391521,1110239
2008-10-26,492388,269253,761641
2008-10-27,1085873,677343,1763216
2008-10-28,1129560,690269,1819829
2008-10-29,1123289,696994,1820283
2008-10-30,1142793,709395,1852188
2008-10-31,1135299,709363,1844662
2008-11-01,734026,385865,1119891
2008-11-02,525585,278142,803727
2008-11-03,1178414,690751,1869165
2008-11-04,1152333,786405,1938738
2008-11-05,1156522,715659,1872181
2008-11-06,1101916,691666,1793582
2008-11-07,1040709,678770,1719479
2008-11-08,675404,398288,1073692
2008-11-09,475132,267029,742161
2008-11-10,1000224,656658,1656882
2008-11-11,891353,599602,1490955
2008-11-12,1081236,679826,1761062
2008-11-13,1074912,684049,1758961
2008-11-14,1133869,683123,1816992
2008-11-15,688151,374896,1063047
2008-11-16,459244,245130,704374
2008-11-17,1080548,652199,1732747
2008-11-18,1093821,666335,1760156
2008-11-19,1114917,670515,1785432
2008-11-20,1085367,670667,1756034
2008-11-21,1087614,657879,1745493
2008-11-22,697641,417656,1115297
2008-11-23,477070,243556,720626
2008-11-24,1060943,638066,1699009
2008-11-25,1088066,653433,1741499
2008-11-26,1032378,599978,1632356
2008-11-27,350071,189458,539529
2008-11-28,668376,363454,1031830
2008-11-29,595913,320575,916488
2008-11-30,384770,217697,602467
2008-12-01,1060059,635852,1695911
2008-12-02,1095425,652324,1747749
2008-12-03,1115007,658630,1773637
2008-12-04,1063682,651130,1714812
2008-12-05,1028359,628044,1656403
2008-12-06,596202,347667,943869
2008-12-07,406475,241719,648194
2008-12-08,1039370,618281,1657651
2008-12-09,1000971,619711,1620682
2008-12-10,1041145,640709,1681854
2008-12-11,1059298,653239,1712537
2008-12-12,1016010,626638,1642648
2008-12-13,625939,350799,976738
2008-12-14,440496,247568,688064
2008-12-15,899917,564467,1464384
2008-12-16,906945,632719,1539664
2008-12-17,982687,615707,1598394
2008-12-18,995662,618571,1614233
2008-12-19,894131,596207,1490338
2008-12-20,589697,335672,925369
2008-12-21,280044,172052,452096
2008-12-22,703302,474711,1178013
2008-12-23,742980,501283,1244263
2008-12-24,626374,339616,965990
2008-12-25,238727,113322,352049
2008-12-26,564107,321342,885449
2008-12-27,510369,254291,764660
2008-12-28,397897,219334,617231
2008-12-29,813142,503359,1316501
2008-12-30,820666,523516,1344182
2008-12-31,743027,480797,1223824
2009-01-01,338779,238590,577369
